Ages,Gender,Height,Weight,Activity Level,Dietary Preference,Daily Calorie Target,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion
72,Male,175,75,Sedentary,Vegan,1700,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Vegan pasta with marinara sauce and a side salad,Fruit and nut mix
48,Female,168,68,Moderately Active,Omnivore,1900,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Trail mix with nuts and dried fruit
25,Male,180,85,Moderately Active,Omnivore,2200,1 cup oatmeal with berries and nuts,Grilled chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Greek yogurt with granola
32,Female,165,60,Sedentary,Vegetarian,1800,Tofu scramble with veggies,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Fruit salad with nuts
55,Female,160,75,Lightly Active,Vegan,1900,Tofu and vegetable breakfast burrito,Black bean burger with sweet potato fries,Lentil and vegetable curry,Trail mix with dried fruit and nuts
40,Male,185,95,Very Active,Omnivore,3000,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries,Protein shake with almond butter
28,Female,170,70,Moderately Active,Vegetarian,2400,Greek yogurt with fruit and granola,Quinoa salad with chickpeas and vegetables,Tofu stir-fry with brown rice,Peanut butter and banana sandwich
62,Male,175,80,Lightly Active,Omnivore,2100,Oatmeal with fruit and nuts,Turkey sandwich on whole-wheat bread with vegetables,Chicken breast with roasted vegetables,Popcorn with a sprinkle of cinnamon
35,Female,168,65,Moderately Active,Vegan,1900,Tofu scramble with whole-wheat toast and vegetables,Black bean burger with a side salad,Chickpea and vegetable stew,Fruit and nut smoothie
22,Male,190,90,Very Active,Omnivore,3200,3 eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes,Protein shake with fruit and spinach
48,Female,172,78,Sedentary,Vegetarian,2000,Yogurt with berries and granola,Lentil soup with whole-wheat bread,Vegetable frittata,Apple slices with peanut butter
21,Male,183,82,Moderately Active,Vegan,2800,Tofu scramble with vegetables and whole-wheat toast,Lentil and vegetable curry,Vegan chili with brown rice,Protein smoothie with almond milk and banana
25,Male,180,80,Moderately Active,Omnivore,2200,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Fruit and yogurt
32,Female,165,65,Lightly Active,Vegetarian,1800,Tofu scramble with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix
58,Male,175,95,Sedentary,Omnivore,1800,Greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple slices with peanut butter
28,Female,170,70,Very Active,Vegan,2500,Tofu scramble with avocado and whole-wheat toast,Lentil and vegetable curry with brown rice,Chickpea pasta with tomato sauce and spinach,Nuts and seeds
62,Female,160,75,Sedentary,Vegan,1600,Oatmeal with plant-based milk and fruit,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Fruit and nuts
45,Male,185,105,Moderately Active,Omnivore,2000,Eggs with whole-wheat toast,Chicken breast with quinoa and roasted vegetables,Fish with steamed broccoli,Mixed nuts and dried fruit
21,Female,168,55,Lightly Active,Vegetarian,2000,Tofu scramble with avocado and whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix
68,Male,170,85,Sedentary,Omnivore,1800,Greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple slices with peanut butter
35,Female,172,68,Very Active,Vegan,2400,Tofu scramble with avocado and whole-wheat toast,Lentil and vegetable curry with brown rice,Chickpea pasta with tomato sauce and spinach,Nuts and seeds
55,Female,158,60,Sedentary,Vegan,1500,Oatmeal with plant-based milk and fruit,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Fruit and nuts
25,Female,165,55,Lightly Active,Omnivore,1800,Greek yogurt with berries and granola,Quinoa salad with grilled chicken and vegetables,Salmon with roasted vegetables and brown rice,Apple slices with almond butter
58,Male,180,90,Moderately Active,Vegetarian,2500,Oatmeal with fruit and nuts,Lentil soup with whole-grain bread,Vegetable stir-fry with brown rice,Trail mix with dried fruit and nuts
32,Female,170,65,Sedentary,Vegan,1500,Tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil pasta with tomato sauce and vegetables,Fruit and vegetable smoothie
62,Male,175,85,Very Active,Omnivore,3000,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries and a side salad,Protein bar
28,Female,160,50,Lightly Active,Vegan,2000,Tofu and vegetable stir-fry with brown rice,Lentil stew with whole-grain bread,Chickpea pasta with marinara sauce and vegetables,Whole-grain crackers with hummus
45,Male,185,100,Moderately Active,Omnivore,2200,Oatmeal with protein powder and fruit,Chicken breast with quinoa and steamed vegetables,Salmon with roasted vegetables and sweet potato,Greek yogurt with fruit and nuts
68,Female,162,60,Sedentary,Vegan,1800,Tofu scramble with vegetables,Lentil soup with whole-grain bread,Vegetable curry with brown rice,Trail mix with dried fruit and nuts
35,Male,190,80,Very Active,Omnivore,3200,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries and a side salad,Protein shake
21,Female,172,58,Lightly Active,Vegetarian,1700,Yogurt parfait with granola and fruit,Black bean burger on a whole-wheat bun,Lentil pasta with tomato sauce and vegetables,Apple slices with almond butter
55,Male,178,82,Moderately Active,Vegan,2400,Tofu and vegetable stir-fry with brown rice,Lentil stew with whole-grain bread,Chickpea pasta with marinara sauce and vegetables,Whole-grain crackers with hummus
25,Male,180,85,Moderately Active,Omnivore,2000,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit
32,Female,165,60,Lightly Active,Vegetarian,1800,Tofu scramble with vegetables,Lentil soup with whole grain bread,Vegetable stir-fry with brown rice,Hummus with carrots and cucumber
55,Male,175,90,Sedentary,Omnivore,1800,Yogurt with granola and fruit,Tuna salad sandwich on whole wheat bread,Chicken breast with steamed vegetables,Trail mix
68,Female,160,70,Sedentary,Vegan,1600,Tofu and vegetable breakfast burrito,Black bean soup with whole grain bread,Lentil stew with brown rice,Fruit salad with nuts and seeds
28,Male,190,100,Very Active,Omnivore,3000,Scrambled eggs with whole wheat toast,Chicken breast with brown rice and vegetables,Beef stir-fry with brown rice,Protein shake
42,Female,170,75,Moderately Active,Vegan,1500,Overnight oats with chia seeds and fruit,Black bean burger on a whole grain bun,Lentil pasta with tomato sauce,Trail mix
38,Male,185,95,Lightly Active,Omnivore,2800,Protein pancakes with fruit,Chicken and vegetable fajitas,Steak with sweet potato and green beans,Protein bar
52,Female,165,65,Sedentary,Vegetarian,1400,Yogurt with berries and granola,Lentil salad with mixed greens,Vegetarian chili with brown rice,Apple slices with peanut butter
22,Female,170,55,Very Active,Vegan,2500,Tofu scramble with vegetables,Black bean burger on a whole grain bun,Lentil pasta with vegetables,Trail mix
48,Male,175,80,Moderately Active,Omnivore,2200,Oatmeal with fruit and nuts,Tuna salad sandwich on whole wheat bread,Chicken breast with roasted vegetables,Greek yogurt with fruit
25,Male,180,85,Moderately Active,Omnivore,2200,Oatmeal with berries and nuts,Chicken breast salad with mixed greens and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with almond butter
38,Female,165,68,Sedentary,Vegetarian,1800,Tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread,Lentil and vegetable curry with brown rice,Fruit salad with yogurt
55,Male,175,90,Lightly Active,Omnivore,2000,Greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Turkey meatballs with whole-wheat pasta,Trail mix with nuts and seeds
62,Female,160,75,Sedentary,Vegan,1600,Tofu and vegetable breakfast burrito,Black bean salad with mixed greens,Lentil and vegetable stew with whole-wheat bread,Fruit smoothie with plant-based milk
28,Male,190,100,Very Active,Omnivore,3000,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with sweet potato and broccoli,Steak with roasted vegetables and brown rice,Protein bar
32,Female,170,65,Moderately Active,Vegetarian,2000,Quinoa porridge with berries and nuts,Chickpea salad with whole-wheat bread,Lentil and vegetable curry with brown rice,Trail mix with nuts and seeds
68,Male,170,80,Lightly Active,Omnivore,1800,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with steamed vegetables and brown rice,Trail mix with nuts and seeds
21,Female,165,55,Very Active,Vegan,2200,Tofu scramble with whole-wheat toast and avocado,Chickpea salad with mixed greens,Lentil and vegetable curry with brown rice,Fruit smoothie with plant-based milk
45,Male,185,95,Moderately Active,Omnivore,2000,Greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Salmon with roasted vegetables and quinoa,Trail mix with nuts and seeds
70,Female,155,60,Sedentary,Vegan,1400,Tofu and vegetable breakfast burrito,Black bean salad with mixed greens,Lentil and vegetable stew with whole-wheat bread,Fruit smoothie with plant-based milk
25,Female,165,58,Moderately Active,Omnivore,1800,Overnight oats with berries and nuts,Lentil soup with whole wheat bread,Grilled salmon with quinoa and roasted vegetables,Fruit with yogurt
32,Male,180,90,Lightly Active,Vegetarian,2500,Tofu scramble with whole wheat toast,Vegetarian chili with brown rice,Chickpea and vegetable curry with brown rice,Trail mix with nuts and seeds
55,Female,160,65,Sedentary,Vegan,1500,Tofu and vegetable stir-fry with brown rice,Vegan lentil soup with whole wheat bread,Vegan black bean burgers on whole wheat buns,Fruit and nut mix
48,Male,185,105,Very Active,Omnivore,3200,Greek yogurt with fruit and granola,Chicken breast salad with mixed greens,Grilled chicken with sweet potato and broccoli,Protein shake with fruit
38,Male,175,75,Moderately Active,Vegetarian,2000,Scrambled eggs with whole wheat toast,Vegetarian burrito bowl with brown rice,Lentil stew with whole wheat bread,Apple slices with peanut butter
21,Female,170,60,Lightly Active,Omnivore,2200,Oatmeal with protein powder and fruit,Chicken breast salad with mixed greens,Chicken stir-fry with brown rice,Protein bar
58,Male,178,80,Sedentary,Omnivore,2000,Yogurt with granola and fruit,Tuna salad sandwich on whole wheat bread,Baked chicken with roasted vegetables,Fruit and cheese
70,Female,162,68,Sedentary,Vegan,1400,Vegan breakfast burrito with tofu and vegetables,Vegan chili with brown rice,Lentil stew with whole wheat bread,Fruit and nut mix
42,Male,190,100,Very Active,Vegetarian,3000,Tofu scramble with avocado and whole wheat toast,Vegetarian pasta with marinara sauce,Chickpea and vegetable curry with brown rice,Protein shake with fruit
25,Male,180,85,Moderately Active,Omnivore,2200,Greek yogurt with berries and granola,Grilled chicken salad with mixed greens,Lentil soup with whole-wheat bread,Apple with peanut butter
62,Female,165,70,Lightly Active,Vegan,1800,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds
38,Male,190,95,Very Active,Omnivore,3000,Oatmeal with protein powder and fruit,Chicken breast with quinoa and vegetables,Salmon with roasted vegetables,Protein shake
45,Female,170,65,Sedentary,Vegetarian,1600,Scrambled eggs with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Yogurt with fruit and granola
22,Female,160,55,Moderately Active,Vegan,1800,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds
58,Male,175,80,Moderately Active,Omnivore,2000,Greek yogurt with fruit and granola,Turkey sandwich on whole-wheat bread,Salmon with roasted vegetables,Trail mix
30,Male,185,90,Very Active,Omnivore,2800,Oatmeal with protein powder and fruit,Chicken stir-fry with brown rice,Steak with sweet potatoes and broccoli,Protein shake
28,Female,170,60,Sedentary,Vegetarian,1500,Scrambled eggs with whole-wheat toast,Vegetarian chili with brown rice,Chickpea and vegetable curry with brown rice,Yogurt with fruit and granola
68,Female,155,60,Lightly Active,Vegan,1700,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds
42,Male,180,80,Very Active,Omnivore,2600,Greek yogurt with fruit and granola,Chicken and vegetable stir-fry with brown rice,Tuna salad with whole-wheat bread,Protein shake
25,Male,180,85,Moderately Active,Omnivore,2000,Greek yogurt with berries and granola,Chicken stir fry with brown rice and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with almond butter
32,Female,165,60,Lightly Active,Vegetarian,1800,Tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread and salad,Vegetable curry with brown rice,Trail mix with nuts and dried fruit
58,Male,175,95,Sedentary,Omnivore,1800,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread with salad,Chicken breast with steamed vegetables and brown rice,Greek yogurt with fruit
28,Female,170,70,Very Active,Vegan,2500,Tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread and salad,Chickpea and vegetable curry with brown rice,Trail mix with nuts and seeds
62,Female,160,75,Sedentary,Vegan,1600,Overnight oats with fruit and chia seeds,Black bean burger on whole-wheat bun with salad,Lentil stew with whole-grain bread,Apple slices with almond butter
40,Male,185,90,Moderately Active,Omnivore,2800,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Steak with roasted vegetables and sweet potato,Protein shake with fruit
35,Female,168,55,Lightly Active,Omnivore,1900,Yogurt with fruit and granola,Turkey sandwich on whole-wheat bread with salad,Salmon with roasted vegetables and quinoa,Apple slices with almond butter
22,Male,190,100,Very Active,Vegetarian,2200,Oatmeal with fruit and nuts,Bean burrito with brown rice and salsa,Chickpea pasta with vegetable sauce,Trail mix with nuts and seeds
65,Male,170,80,Sedentary,Omnivore,1700,Breakfast burrito with eggs and vegetables,Turkey sandwich on whole-wheat bread with salad,Chicken stir fry with brown rice and vegetables,Greek yogurt with fruit
